world_cup_year,ranking_date,fifa_code,team,confederation,fifa_rank,source_revision_id,source_url,ranking_source_url
2010,2010-05-26,KOR,Korea Republic,AFC,47,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,NZL,New Zealand,OFC,78,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,RSA,South Africa,CAF,83,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,PRK,Korea DPR,AFC,105,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2014,2014-06-05,ESP,Spain,UEFA,1,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,GER,Germany,UEFA,2,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BRA,Brazil,CONMEBOL,3,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,POR,Portugal,UEFA,4,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ARG,Argentina,CONMEBOL,5,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,SUI,Switzerland,UEFA,6,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,URU,Uruguay,CONMEBOL,7,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,COL,Colombia,CONMEBOL,8,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ITA,Italy,UEFA,9,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ENG,England,UEFA,10,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BEL,Belgium,UEFA,11,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,GRE,Greece,UEFA,12,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,USA,USA,CONCACAF,13,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CHI,Chile,CONMEBOL,14,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,NED,Netherlands,UEFA,15,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,FRA,France,UEFA,17,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CRO,Croatia,UEFA,18,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,RUS,Russia,UEFA,19,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,MEX,Mexico,CONCACAF,20,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BIH,Bosnia and Herzegovina,UEFA,21,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ALG,Algeria,CAF,22,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
